timestamp,prediction,packet_len,protocol,note
2025-11-11T10:52:47.109716,attaque,1490,IP,live
2025-11-11T10:52:47.369634,attaque,1490,IP,live
2025-11-11T10:52:47.414738,attaque,1490,IP,live
2025-11-11T10:52:47.441062,attaque,1490,IP,live
2025-11-11T10:52:47.524805,attaque,1393,IP,live
2025-11-11T10:52:47.713220,attaque,1490,IP,live
2025-11-11T10:52:47.750118,attaque,1490,IP,live
2025-11-11T10:52:47.841297,attaque,1426,IP,live
2025-11-11T10:52:47.874947,attaque,1490,IP,live
2025-11-11T10:52:47.890637,attaque,1490,IP,live
2025-11-11T10:52:47.906157,attaque,1490,IP,live
2025-11-11T10:52:48.182640,attaque,1490,IP,live
2025-11-11T10:52:48.220156,attaque,1490,IP,live
2025-11-11T10:52:48.257512,attaque,1490,IP,live
2025-11-11T10:53:10.211687,attaque,1466,IP,live
2025-11-11T10:53:10.230445,attaque,1191,IP,live
2025-11-11T10:53:10.606862,attaque,1316,IP,live
2025-11-11T10:53:11.437713,attaque,1490,IP,live
2025-11-11T10:53:11.474853,attaque,1490,IP,live
2025-11-11T10:53:11.511961,attaque,1490,IP,live
2025-11-11T10:53:11.550483,attaque,1277,IP,live
2025-11-11T10:53:11.649197,attaque,1173,IP,live
2025-11-11T10:53:12.131062,attaque,1490,IP,live
2025-11-11T10:53:12.149275,attaque,1490,IP,live
2025-11-11T10:53:12.190679,attaque,1490,IP,live
2025-11-11T10:53:12.206913,attaque,1490,IP,live
2025-11-11T10:53:12.237807,attaque,1490,IP,live
2025-11-11T10:53:12.251389,attaque,1490,IP,live
2025-11-11T10:53:12.269205,attaque,1490,IP,live
2025-11-11T10:53:12.286737,attaque,1490,IP,live
2025-11-11T10:53:12.335753,attaque,1490,IP,live
2025-11-11T10:53:12.353161,attaque,1490,IP,live
2025-11-11T10:53:12.386620,attaque,1490,IP,live
2025-11-11T10:53:12.403591,attaque,1490,IP,live
2025-11-11T10:53:12.426290,attaque,1490,IP,live
2025-11-11T10:53:12.449627,attaque,1490,IP,live
2025-11-11T10:53:12.474868,attaque,1490,IP,live
2025-11-11T10:53:12.521866,attaque,1490,IP,live
2025-11-11T10:53:12.570862,attaque,1490,IP,live
2025-11-11T10:53:12.762566,attaque,1490,IP,live
2025-11-11T10:53:12.805857,attaque,1490,IP,live
2025-11-11T10:53:12.852047,attaque,1490,IP,live
2025-11-11T10:53:12.899277,attaque,1490,IP,live
2025-11-11T10:53:12.945155,attaque,1490,IP,live
2025-11-11T10:53:12.990936,attaque,1490,IP,live
2025-11-11T10:53:13.030575,attaque,1490,IP,live
2025-11-11T10:53:13.073830,attaque,1490,IP,live
2025-11-11T10:53:13.113303,attaque,1490,IP,live
2025-11-11T10:53:13.160165,attaque,1490,IP,live
2025-11-11T10:53:13.179213,attaque,1490,IP,live
2025-11-11T10:53:13.203526,attaque,1490,IP,live
2025-11-11T10:53:13.226539,attaque,1490,IP,live
2025-11-11T10:53:13.247488,attaque,1490,IP,live
2025-11-11T10:53:13.264295,attaque,1490,IP,live
2025-11-11T10:53:13.308915,attaque,1490,IP,live
2025-11-11T10:53:13.347125,attaque,1490,IP,live
2025-11-11T10:53:13.366781,attaque,1490,IP,live
2025-11-11T10:53:13.387120,attaque,1490,IP,live
2025-11-11T10:53:13.401589,attaque,1490,IP,live
2025-11-11T10:53:13.422143,attaque,1042,IP,live
2025-11-11T10:53:13.823691,attaque,1514,IP,live
2025-11-11T10:53:13.839740,attaque,969,IP,live
2025-11-11T10:53:13.930077,attaque,1514,IP,live
2025-11-11T10:53:14.004657,attaque,1514,IPv6,live
2025-11-11T10:53:14.170824,attaque,1490,IP,live
2025-11-11T10:53:14.227930,attaque,1101,IPv6,live
2025-11-11T10:53:14.380698,attaque,1056,IP,live
2025-11-11T10:53:14.456438,attaque,1490,IP,live
2025-11-11T10:53:14.482495,attaque,1490,IP,live
2025-11-11T10:53:14.530456,attaque,1490,IP,live
2025-11-11T10:53:14.564748,attaque,1490,IP,live
2025-11-11T10:53:14.590998,attaque,1490,IP,live
2025-11-11T10:53:14.617159,attaque,1490,IP,live
2025-11-11T10:53:14.668195,attaque,1121,IP,live
2025-11-11T10:53:14.708067,attaque,1490,IP,live
2025-11-11T10:53:14.746447,attaque,1490,IP,live
2025-11-11T10:53:14.775980,attaque,1490,IP,live
2025-11-11T10:53:14.849692,attaque,1490,IP,live
2025-11-11T10:53:14.918852,attaque,1490,IP,live
2025-11-11T10:53:14.930966,attaque,1490,IP,live
2025-11-11T10:53:14.944414,attaque,1490,IP,live
2025-11-11T10:53:14.957148,attaque,1036,IP,live
2025-11-11T10:53:14.995423,attaque,1490,IP,live
2025-11-11T10:53:15.021658,attaque,1490,IP,live
2025-11-11T10:53:15.165396,attaque,1039,IP,live
2025-11-11T10:53:19.177649,attaque,1038,IP,live
2025-11-11T10:53:21.597129,attaque,1490,IP,live
2025-11-11T10:53:21.792840,attaque,20,LLC,live
2025-11-11T10:53:22.114502,attaque,1490,IP,live
2025-11-11T10:53:22.152841,attaque,1490,IP,live
2025-11-11T10:53:22.184650,attaque,1490,IP,live
2025-11-11T10:53:22.226700,attaque,1490,IP,live
2025-11-11T10:53:22.258907,attaque,1490,IP,live
2025-11-11T10:53:22.297893,attaque,1490,IP,live
2025-11-11T10:53:22.334371,attaque,1490,IP,live
2025-11-11T10:53:22.372593,attaque,1490,IP,live
2025-11-11T10:53:22.405137,attaque,1490,IP,live
2025-11-11T10:53:22.439454,attaque,1490,IP,live
2025-11-11T10:53:22.474829,attaque,1490,IP,live
2025-11-11T10:53:22.519302,attaque,1490,IP,live
2025-11-11T10:53:22.551760,attaque,1490,IP,live
2025-11-11T10:53:22.594738,attaque,1490,IP,live
2025-11-11T10:53:22.636054,attaque,1490,IP,live
2025-11-11T10:53:22.707238,attaque,1490,IP,live
2025-11-11T10:53:22.724474,attaque,1490,IP,live
2025-11-11T10:53:22.744012,attaque,1490,IP,live
2025-11-11T10:53:22.764384,attaque,1490,IP,live
2025-11-11T10:53:22.794241,attaque,1490,IP,live
2025-11-11T10:53:22.807889,attaque,1490,IP,live
2025-11-11T10:53:22.839969,attaque,1490,IP,live
2025-11-11T10:53:22.856695,attaque,1490,IP,live
2025-11-11T10:53:22.885560,attaque,1490,IP,live
2025-11-11T10:53:22.899699,attaque,1490,IP,live
2025-11-11T10:53:23.009521,attaque,1175,IP,live
2025-11-11T10:53:23.288927,attaque,1490,IP,live
2025-11-11T10:53:23.317227,attaque,1490,IP,live
2025-11-11T10:53:23.345349,attaque,1490,IP,live
2025-11-11T10:53:23.362287,attaque,1054,IP,live
2025-11-11T10:53:23.496892,attaque,1490,IP,live
2025-11-11T10:53:23.547253,attaque,1490,IP,live
2025-11-11T10:53:23.567680,attaque,1490,IP,live
2025-11-11T10:53:23.583489,attaque,1490,IP,live
2025-11-11T10:53:23.597037,attaque,1042,IP,live
2025-11-11T10:53:23.769516,attaque,1490,IP,live
2025-11-11T10:53:23.803349,attaque,1490,IP,live
2025-11-11T10:53:23.840651,attaque,1490,IP,live
2025-11-11T10:53:23.855864,attaque,1490,IP,live
2025-11-11T10:53:23.870516,attaque,1077,IP,live
2025-11-11T10:53:23.913630,attaque,1490,IP,live
2025-11-11T10:53:23.940246,attaque,1490,IP,live
2025-11-11T10:53:23.966145,attaque,1314,IP,live
2025-11-11T10:53:24.000298,attaque,1490,IP,live
2025-11-11T10:53:24.054414,attaque,1490,IP,live
2025-11-11T10:53:24.067885,attaque,1490,IP,live
2025-11-11T10:53:24.186737,attaque,1490,IP,live
2025-11-11T10:53:24.220785,attaque,1490,IP,live
2025-11-11T10:53:24.256466,attaque,1314,IP,live
2025-11-11T10:53:24.291375,attaque,1490,IP,live
2025-11-11T10:53:28.254304,attaque,1021,IP,live
2025-11-11T10:53:28.549215,attaque,1038,IP,live
2025-11-11T10:53:29.402402,attaque,1157,IP,live
2025-11-11T10:53:29.763086,attaque,1490,IP,live
2025-11-11T10:53:29.806119,attaque,1490,IP,live
2025-11-11T10:53:29.841425,attaque,1490,IP,live
2025-11-11T10:53:29.871865,attaque,1104,IP,live
2025-11-11T10:53:29.911572,attaque,1490,IP,live
2025-11-11T10:53:29.950518,attaque,1490,IP,live
2025-11-11T10:53:29.979329,attaque,1490,IP,live
2025-11-11T10:53:30.007827,attaque,1140,IP,live
2025-11-11T10:53:33.572499,attaque,1038,IP,live
2025-11-11T10:53:38.344267,attaque,1084,IP,live
2025-11-11T10:53:38.364304,attaque,1411,IP,live
2025-11-11T10:53:38.669253,attaque,1490,IP,live
2025-11-11T10:53:38.703781,attaque,1490,IP,live
2025-11-11T10:53:38.737679,attaque,1490,IP,live
2025-11-11T10:53:38.778446,attaque,1138,IP,live
2025-11-11T10:53:38.803886,attaque,1490,IP,live
2025-11-11T10:53:38.821899,attaque,1490,IP,live
2025-11-11T10:53:38.882864,attaque,1490,IP,live
2025-11-11T10:53:38.898723,attaque,1152,IP,live
2025-11-11T10:53:38.945595,attaque,1161,IP,live
2025-11-11T10:53:39.243494,attaque,1490,IP,live
2025-11-11T10:53:39.270902,attaque,1490,IP,live
2025-11-11T10:53:39.297912,attaque,1490,IP,live
2025-11-11T10:53:39.324608,attaque,1134,IP,live
2025-11-11T10:53:39.351361,attaque,1490,IP,live
2025-11-11T10:53:39.378049,attaque,1490,IP,live
2025-11-11T10:53:39.391257,attaque,1490,IP,live
2025-11-11T10:53:39.404356,attaque,1176,IP,live
2025-11-11T10:53:39.769654,attaque,1094,IP,live
2025-11-11T10:53:40.111263,attaque,1490,IP,live
2025-11-11T10:53:40.148265,attaque,1490,IP,live
2025-11-11T10:53:40.184128,attaque,1490,IP,live
2025-11-11T10:53:40.213608,attaque,1122,IP,live
2025-11-11T10:53:40.243722,attaque,1490,IP,live
2025-11-11T10:53:40.272248,attaque,1490,IP,live
2025-11-11T10:53:40.302028,attaque,1490,IP,live
2025-11-11T10:53:40.332150,attaque,1149,IP,live
2025-11-11T10:53:42.739927,attaque,1156,IP,live
2025-11-11T10:53:43.104083,attaque,1490,IP,live
2025-11-11T10:53:43.135535,attaque,1490,IP,live
2025-11-11T10:53:43.165526,attaque,1490,IP,live
2025-11-11T10:53:43.226708,attaque,1490,IP,live
2025-11-11T10:53:43.258363,attaque,1490,IP,live
2025-11-11T10:53:43.290797,attaque,1490,IP,live
2025-11-11T10:53:44.494902,attaque,1490,IP,live
2025-11-11T10:53:44.525704,attaque,1490,IP,live
2025-11-11T10:53:44.556196,attaque,1490,IP,live
2025-11-11T10:53:44.629318,attaque,1490,IP,live
2025-11-11T10:53:44.658424,attaque,1490,IP,live
2025-11-11T10:53:44.689185,attaque,1490,IP,live
2025-11-11T10:53:57.073240,attaque,1490,IP,live
2025-11-11T10:53:57.101868,attaque,1490,IP,live
2025-11-11T10:53:57.129251,attaque,1490,IP,live
2025-11-11T10:53:57.162187,attaque,1309,IP,live
2025-11-11T10:53:57.196859,attaque,1490,IP,live
2025-11-11T10:53:57.688352,attaque,1490,IP,live
2025-11-11T10:53:57.706780,attaque,1490,IP,live
2025-11-11T10:53:57.730597,attaque,1490,IP,live
2025-11-11T10:53:57.754111,attaque,1490,IP,live
2025-11-11T10:53:57.771119,attaque,1490,IP,live
2025-11-11T10:53:57.786763,attaque,1490,IP,live
2025-11-11T10:53:57.803443,attaque,1490,IP,live
2025-11-11T10:53:57.820996,attaque,1490,IP,live
2025-11-11T10:53:57.863413,attaque,1490,IP,live
2025-11-11T10:53:57.887097,attaque,1490,IP,live
2025-11-11T10:53:57.932916,attaque,1490,IP,live
2025-11-11T10:53:57.960316,attaque,1490,IP,live
2025-11-11T10:53:57.982748,attaque,1490,IP,live
2025-11-11T10:53:58.025158,attaque,1490,IP,live
2025-11-11T10:53:58.047057,attaque,1490,IP,live
2025-11-11T10:53:58.093635,attaque,1490,IP,live
2025-11-11T10:53:58.110487,attaque,1490,IP,live
2025-11-11T10:53:58.148794,attaque,1490,IP,live
2025-11-11T10:53:58.171393,attaque,1490,IP,live
2025-11-11T10:53:58.193099,attaque,1490,IP,live
2025-11-11T10:53:58.240680,attaque,1490,IP,live
2025-11-11T10:53:58.286761,attaque,1490,IP,live
2025-11-11T10:53:58.309262,attaque,1490,IP,live
2025-11-11T10:53:58.332970,attaque,1490,IP,live
2025-11-11T10:53:58.356114,attaque,1490,IP,live
2025-11-11T10:53:58.377998,attaque,1490,IP,live
2025-11-11T10:53:58.402779,attaque,1490,IP,live
2025-11-11T10:53:58.425820,attaque,1490,IP,live
2025-11-11T10:53:58.471553,attaque,1490,IP,live
2025-11-11T10:53:58.487815,attaque,1490,IP,live
2025-11-11T10:53:58.533561,attaque,1490,IP,live
2025-11-11T10:53:58.552646,attaque,1490,IP,live
2025-11-11T10:53:58.593743,attaque,1490,IP,live
2025-11-11T10:53:58.610841,attaque,1490,IP,live
2025-11-11T10:53:58.630667,attaque,1490,IP,live
2025-11-11T10:53:58.648172,attaque,1490,IP,live
2025-11-11T10:53:58.679680,attaque,1490,IP,live
2025-11-11T10:53:58.693576,attaque,1160,IP,live
2025-11-11T10:53:58.733499,attaque,1209,IP,live
2025-11-11T10:53:58.820062,attaque,1327,IP,live
2025-11-11T10:53:58.862869,attaque,1490,IP,live
2025-11-11T10:53:58.909754,attaque,1490,IP,live
2025-11-11T10:53:58.951963,attaque,1490,IP,live
2025-11-11T10:53:58.989810,attaque,1018,IP,live
2025-11-11T10:53:59.086118,attaque,1490,IP,live
2025-11-11T10:53:59.119371,attaque,1490,IP,live
2025-11-11T10:53:59.158010,attaque,1490,IP,live
2025-11-11T10:53:59.188129,attaque,1490,IP,live
2025-11-11T10:53:59.285444,attaque,1038,IP,live
2025-11-11T10:53:59.311846,attaque,1490,IP,live
2025-11-11T10:53:59.339677,attaque,1490,IP,live
2025-11-11T10:53:59.368280,attaque,1490,IP,live
2025-11-11T10:53:59.398741,attaque,1490,IP,live
2025-11-11T10:53:59.428648,attaque,1490,IP,live
2025-11-11T10:53:59.461623,attaque,986,IP,live
2025-11-11T10:53:59.492770,attaque,1490,IP,live
2025-11-11T10:53:59.523631,attaque,1490,IP,live
2025-11-11T10:53:59.551927,attaque,1490,IP,live
2025-11-11T10:53:59.579764,attaque,972,IP,live
2025-11-11T10:54:01.050669,attaque,1038,IP,live
2025-11-11T10:54:04.297760,attaque,14,NoPayload,live
2025-11-11T10:54:05.195809,attaque,1292,IPv6,live
2025-11-11T10:54:05.209142,attaque,1292,IPv6,live
2025-11-11T10:54:05.240343,attaque,1292,IPv6,live
2025-11-11T10:54:05.254879,attaque,1292,IPv6,live
2025-11-11T10:54:29.009304,attaque,1434,IPv6,live
2025-11-11T10:54:29.024665,attaque,1434,IPv6,live
2025-11-11T10:54:29.040212,attaque,1434,IPv6,live
2025-11-11T10:54:29.056350,attaque,1434,IPv6,live
2025-11-11T10:54:29.195037,attaque,1434,IPv6,live
2025-11-11T10:54:29.211090,attaque,1434,IPv6,live
2025-11-11T10:54:29.227792,attaque,1434,IPv6,live
2025-11-11T10:54:29.260341,attaque,1352,IPv6,live
2025-11-11T10:54:32.950198,attaque,1434,IPv6,live
2025-11-11T10:54:32.969842,attaque,1434,IPv6,live
2025-11-11T10:54:32.988653,attaque,1434,IPv6,live
2025-11-11T10:54:33.004254,attaque,1434,IPv6,live
2025-11-11T10:54:33.020475,attaque,1434,IPv6,live
2025-11-11T10:54:33.037704,attaque,1434,IPv6,live
2025-11-11T10:54:33.056280,attaque,1434,IPv6,live
2025-11-11T10:54:33.075058,attaque,1434,IPv6,live
2025-11-11T10:54:33.093924,attaque,1434,IPv6,live
2025-11-11T10:54:33.110719,attaque,1434,IPv6,live
2025-11-11T10:54:33.520103,attaque,1434,IPv6,live
2025-11-11T10:54:33.614437,attaque,1434,IPv6,live
2025-11-11T10:54:33.645511,attaque,1434,IPv6,live
2025-11-11T10:54:33.859282,attaque,978,IPv6,live
2025-11-11T10:54:35.601398,attaque,1434,IPv6,live
2025-11-11T10:54:35.625487,attaque,1434,IPv6,live
2025-11-11T10:54:35.649025,attaque,1434,IPv6,live
2025-11-11T10:54:35.695529,attaque,1434,IPv6,live
2025-11-11T10:54:35.744322,attaque,1434,IPv6,live
2025-11-11T10:54:35.767464,attaque,1434,IPv6,live
2025-11-11T10:54:35.790357,attaque,1434,IPv6,live
2025-11-11T10:54:35.813395,attaque,1434,IPv6,live
2025-11-11T10:54:41.311962,attaque,1283,IPv6,live
2025-11-11T10:54:44.697531,attaque,1434,IPv6,live
2025-11-11T10:54:44.963697,attaque,1434,IPv6,live
2025-11-11T10:54:44.984721,attaque,1434,IPv6,live
2025-11-11T10:54:45.007386,attaque,1434,IPv6,live
2025-11-11T10:54:46.273968,attaque,1434,IPv6,live
2025-11-11T10:54:46.293889,attaque,1434,IPv6,live
2025-11-11T10:54:46.314146,attaque,1434,IPv6,live
2025-11-11T10:54:46.336069,attaque,1434,IPv6,live
2025-11-11T10:54:46.554732,attaque,1434,IPv6,live
2025-11-11T10:54:46.567405,attaque,1434,IPv6,live
2025-11-11T10:54:46.580552,attaque,1434,IPv6,live
2025-11-11T10:54:46.606154,attaque,1434,IPv6,live
2025-11-11T10:54:46.619084,attaque,1153,IPv6,live
2025-11-11T10:54:46.632277,attaque,1434,IPv6,live
2025-11-11T10:54:46.645772,attaque,1434,IPv6,live
2025-11-11T10:54:46.671633,attaque,1359,IPv6,live
2025-11-11T10:54:46.685214,attaque,1434,IPv6,live
2025-11-11T10:54:46.701777,attaque,1434,IPv6,live
2025-11-11T10:54:46.740209,attaque,1434,IPv6,live
2025-11-11T10:54:46.753645,attaque,1434,IPv6,live
2025-11-11T10:54:46.804453,attaque,1434,IPv6,live
2025-11-11T10:54:46.818094,attaque,1434,IPv6,live
2025-11-11T10:54:47.492924,attaque,1434,IPv6,live
2025-11-11T10:54:47.519434,attaque,1434,IPv6,live
2025-11-11T10:54:47.545609,attaque,1434,IPv6,live
2025-11-11T10:54:47.559109,attaque,1434,IPv6,live
2025-11-11T10:54:47.572025,attaque,1434,IPv6,live
2025-11-11T10:54:47.585606,attaque,1434,IPv6,live
2025-11-11T10:54:47.599367,attaque,1434,IPv6,live
2025-11-11T10:54:47.625207,attaque,1434,IPv6,live
2025-11-11T10:54:47.638817,attaque,1434,IPv6,live
2025-11-11T10:54:47.750949,attaque,1434,IPv6,live
2025-11-11T10:54:47.785485,attaque,1434,IPv6,live
2025-11-11T10:54:47.813707,attaque,1434,IPv6,live
2025-11-11T10:54:47.839395,attaque,1434,IPv6,live
2025-11-11T10:54:47.865928,attaque,1434,IPv6,live
2025-11-11T10:54:47.891259,attaque,1434,IPv6,live
2025-11-11T10:54:47.916588,attaque,1434,IPv6,live
2025-11-11T10:54:47.942095,attaque,1434,IPv6,live
2025-11-11T10:54:47.975485,attaque,1434,IPv6,live
2025-11-11T10:54:48.001752,attaque,1434,IPv6,live
2025-11-11T10:54:48.027659,attaque,1434,IPv6,live
2025-11-11T10:54:48.053814,attaque,1434,IPv6,live
2025-11-11T10:54:48.110459,attaque,1434,IPv6,live
2025-11-11T10:54:48.135043,attaque,1434,IPv6,live
2025-11-11T10:54:48.160404,attaque,1434,IPv6,live
2025-11-11T10:54:48.173260,attaque,1434,IPv6,live
2025-11-11T10:54:48.198760,attaque,1434,IPv6,live
2025-11-11T10:54:48.225902,attaque,1434,IPv6,live
2025-11-11T10:54:48.239321,attaque,1434,IPv6,live
2025-11-11T10:54:48.267012,attaque,1434,IPv6,live
2025-11-11T10:54:48.280524,attaque,1434,IPv6,live
2025-11-11T10:54:48.294294,attaque,1434,IPv6,live
2025-11-11T10:54:48.307459,attaque,1434,IPv6,live
2025-11-11T10:54:48.320883,attaque,1434,IPv6,live
2025-11-11T10:54:48.335093,attaque,1434,IPv6,live
2025-11-11T10:54:48.349426,attaque,1434,IPv6,live
2025-11-11T10:54:48.362407,attaque,1434,IPv6,live
2025-11-11T10:54:48.404402,attaque,1434,IPv6,live
2025-11-11T10:54:48.548380,attaque,1434,IPv6,live
2025-11-11T10:54:48.574514,attaque,1434,IPv6,live
2025-11-11T10:54:48.602800,attaque,1434,IPv6,live
2025-11-11T10:54:48.630488,attaque,1434,IPv6,live
2025-11-11T10:54:48.658014,attaque,1434,IPv6,live
2025-11-11T10:54:48.684754,attaque,1434,IPv6,live
2025-11-11T10:54:48.699073,attaque,1434,IPv6,live
2025-11-11T10:54:48.713278,attaque,1434,IPv6,live
2025-11-11T10:54:48.766453,attaque,1434,IPv6,live
2025-11-11T10:54:48.793118,attaque,1434,IPv6,live
2025-11-11T10:54:48.806352,attaque,1434,IPv6,live
2025-11-11T10:54:48.845442,attaque,1434,IPv6,live
2025-11-11T10:54:48.870727,attaque,1434,IPv6,live
2025-11-11T10:54:48.885111,attaque,1434,IPv6,live
2025-11-11T10:54:48.935960,attaque,1434,IPv6,live
2025-11-11T10:54:48.966602,attaque,1434,IPv6,live
2025-11-11T10:54:48.982504,attaque,1434,IPv6,live
2025-11-11T10:54:51.270327,attaque,1434,IPv6,live
2025-11-11T10:54:52.116749,attaque,1434,IPv6,live
2025-11-11T10:54:52.131150,attaque,1434,IPv6,live
2025-11-11T10:54:52.145647,attaque,1434,IPv6,live
2025-11-11T10:54:52.163963,attaque,1434,IPv6,live
2025-11-11T10:54:52.211289,attaque,1434,IPv6,live
2025-11-11T10:54:52.227442,attaque,1434,IPv6,live
2025-11-11T10:54:52.244418,attaque,1434,IPv6,live
2025-11-11T10:54:52.274546,attaque,1434,IPv6,live
2025-11-11T10:54:57.339006,attaque,20,LLC,live
2025-11-11T10:55:02.846279,attaque,1434,IPv6,live
2025-11-11T10:55:02.865401,attaque,1434,IPv6,live
2025-11-11T10:55:02.883193,attaque,1434,IPv6,live
2025-11-11T10:55:02.913811,attaque,1211,IPv6,live
2025-11-11T10:55:05.155086,attaque,1292,IPv6,live
2025-11-11T10:55:05.173194,attaque,1292,IPv6,live
2025-11-11T10:55:05.219426,attaque,1292,IPv6,live
2025-11-11T10:55:05.247576,attaque,1292,IPv6,live
2025-11-11T10:55:16.007121,attaque,1474,IPv6,live
2025-11-11T10:55:16.019670,attaque,1118,IPv6,live
2025-11-11T10:55:16.032509,attaque,1454,IPv6,live
2025-11-11T10:55:16.045580,attaque,1138,IPv6,live
2025-11-11T10:55:16.272812,attaque,1284,IP,live
2025-11-11T10:55:16.321255,attaque,1454,IPv6,live
2025-11-11T10:55:16.345547,attaque,1454,IPv6,live
2025-11-11T10:55:16.416987,attaque,1474,IPv6,live
2025-11-11T10:55:16.441185,attaque,1474,IPv6,live
2025-11-11T10:55:16.516418,attaque,1474,IPv6,live
2025-11-11T10:55:16.528441,attaque,1421,IPv6,live
2025-11-11T10:55:16.577571,attaque,1284,IP,live
2025-11-11T10:55:16.607585,attaque,1284,IP,live
2025-11-11T10:55:16.644060,attaque,1164,IP,live
2025-11-11T10:55:16.732620,attaque,1054,IPv6,live
